"x","y","Class_name","landcover"
4874135,3512305,"Woody broadleaved deciduous trees","Forest"
4874145,3512305,"Woody broadleaved deciduous trees","Forest"
4874155,3512305,"Woody broadleaved deciduous trees","Forest"
4874165,3512305,"Woody broadleaved deciduous trees","Forest"
4874175,3512305,"Woody broadleaved deciduous trees","Forest"
4874185,3512305,"Woody broadleaved deciduous trees","Forest"
4874195,3512305,"Woody broadleaved deciduous trees","Forest"
4874205,3512305,"Woody broadleaved deciduous trees","Forest"
4874215,3512305,"Woody broadleaved deciduous trees","Forest"
4874225,3512305,"Woody broadleaved deciduous trees","Forest"
4874235,3512305,"Woody broadleaved deciduous trees","Forest"
4874245,3512305,"Woody broadleaved deciduous trees","Forest"
4874255,3512305,"Woody broadleaved deciduous trees","Forest"
4874265,3512305,"Woody broadleaved deciduous trees","Forest"
4874275,3512305,"Woody broadleaved deciduous trees","Forest"
4874285,3512305,"Woody broadleaved deciduous trees","Forest"
4874295,3512305,"Permanent herbaceous","Grass"
4874305,3512305,"Permanent herbaceous","Grass"
4874315,3512305,"Permanent herbaceous","Grass"
4874325,3512305,"Permanent herbaceous","Grass"
4874335,3512305,"Permanent herbaceous","Grass"
4874345,3512305,"Permanent herbaceous","Grass"
4874355,3512305,"Woody broadleaved deciduous trees","Forest"
4874365,3512305,"Woody broadleaved deciduous trees","Forest"
4874375,3512305,"Woody broadleaved deciduous trees","Forest"
4874385,3512305,"Woody broadleaved deciduous trees","Forest"
4874395,3512305,"Woody broadleaved deciduous trees","Forest"
4874405,3512305,"Woody broadleaved deciduous trees","Forest"
4874415,3512305,"Woody broadleaved deciduous trees","Forest"
4874425,3512305,"Woody broadleaved deciduous trees","Forest"
4874435,3512305,"Woody broadleaved deciduous trees","Forest"
4874445,3512305,"Woody broadleaved deciduous trees","Forest"
4874455,3512305,"Woody broadleaved deciduous trees","Forest"
4874465,3512305,"Woody needle leaved trees","Forest"
4874475,3512305,"Woody needle leaved trees","Forest"
4874485,3512305,"Woody needle leaved trees","Forest"
4874495,3512305,"Woody needle leaved trees","Forest"
4874505,3512305,"Woody needle leaved trees","Forest"
4874515,3512305,"Woody needle leaved trees","Forest"
4874525,3512305,"Woody needle leaved trees","Forest"
4874535,3512305,"Woody needle leaved trees","Forest"
4874545,3512305,"Woody needle leaved trees","Forest"
4874555,3512305,"Woody needle leaved trees","Forest"
4874565,3512305,"Woody needle leaved trees","Forest"
4874575,3512305,"Woody needle leaved trees","Forest"
4874585,3512305,"Woody needle leaved trees","Forest"
4874595,3512305,"Woody needle leaved trees","Forest"
4874605,3512305,"Woody needle leaved trees","Forest"
4874615,3512305,"Woody needle leaved trees","Forest"
4874625,3512305,"Woody needle leaved trees","Forest"
4874635,3512305,"Woody needle leaved trees","Forest"
4874645,3512305,"Woody needle leaved trees","Forest"
4874655,3512305,"Woody needle leaved trees","Forest"
4874665,3512305,"Woody needle leaved trees","Forest"
4874675,3512305,"Woody needle leaved trees","Forest"
4874685,3512305,"Woody needle leaved trees","Forest"
4874695,3512305,"Woody needle leaved trees","Forest"
4874705,3512305,"Woody needle leaved trees","Forest"
4874715,3512305,"Woody needle leaved trees","Forest"
4874725,3512305,"Woody needle leaved trees","Forest"
4874735,3512305,"Woody needle leaved trees","Forest"
4874745,3512305,"Woody needle leaved trees","Forest"
4874755,3512305,"Woody needle leaved trees","Forest"
4874765,3512305,"Woody needle leaved trees","Forest"
4874775,3512305,"Woody needle leaved trees","Forest"
4874785,3512305,"Woody needle leaved trees","Forest"
4874795,3512305,"Woody needle leaved trees","Forest"
4874805,3512305,"Woody needle leaved trees","Forest"
4874815,3512305,"Woody needle leaved trees","Forest"
4874825,3512305,"Woody needle leaved trees","Forest"
4874835,3512305,"Woody needle leaved trees","Forest"
4874845,3512305,"Woody needle leaved trees","Forest"
4874855,3512305,"Woody needle leaved trees","Forest"
4874865,3512305,"Woody needle leaved trees","Forest"
4874875,3512305,"Woody needle leaved trees","Forest"
4874885,3512305,"Woody needle leaved trees","Forest"
4874895,3512305,"Woody needle leaved trees","Forest"
4874905,3512305,"Woody needle leaved trees","Forest"
4874915,3512305,"Woody needle leaved trees","Forest"
4874925,3512305,"Woody needle leaved trees","Forest"
4874935,3512305,"Woody needle leaved trees","Forest"
4874945,3512305,"Woody needle leaved trees","Forest"
4874955,3512305,"Woody needle leaved trees","Forest"
4874965,3512305,"Woody needle leaved trees","Forest"
4874975,3512305,"Woody needle leaved trees","Forest"
4874985,3512305,"Woody needle leaved trees","Forest"
4874995,3512305,"Woody needle leaved trees","Forest"
4875005,3512305,"Woody needle leaved trees","Forest"
4875015,3512305,"Woody needle leaved trees","Forest"
4875025,3512305,"Woody needle leaved trees","Forest"
4875035,3512305,"Woody needle leaved trees","Forest"
4875045,3512305,"Woody needle leaved trees","Forest"
4875055,3512305,"Woody needle leaved trees","Forest"
4875065,3512305,"Woody needle leaved trees","Forest"
4875075,3512305,"Woody needle leaved trees","Forest"
4875085,3512305,"Woody needle leaved trees","Forest"
4875095,3512305,"Woody needle leaved trees","Forest"
4875105,3512305,"Woody needle leaved trees","Forest"
4875115,3512305,"Woody needle leaved trees","Forest"
4875125,3512305,"Woody needle leaved trees","Forest"
4875135,3512305,"Woody needle leaved trees","Forest"
4875145,3512305,"Woody needle leaved trees","Forest"
4875155,3512305,"Woody needle leaved trees","Forest"
4875165,3512305,"Woody needle leaved trees","Forest"
4875175,3512305,"Woody needle leaved trees","Forest"
4875185,3512305,"Woody needle leaved trees","Forest"
4875195,3512305,"Woody needle leaved trees","Forest"
4875205,3512305,"Woody needle leaved trees","Forest"
4875215,3512305,"Woody needle leaved trees","Forest"
4875225,3512305,"Woody needle leaved trees","Forest"
4875235,3512305,"Woody needle leaved trees","Forest"
4875245,3512305,"Woody needle leaved trees","Forest"
4875255,3512305,"Woody needle leaved trees","Forest"
4875265,3512305,"Woody broadleaved deciduous trees","Forest"
4875275,3512305,"Woody broadleaved deciduous trees","Forest"
4875285,3512305,"Woody broadleaved deciduous trees","Forest"
4875295,3512305,"Woody broadleaved deciduous trees","Forest"
4875305,3512305,"Woody broadleaved deciduous trees","Forest"
4875315,3512305,"Woody broadleaved deciduous trees","Forest"
4875325,3512305,"Sealed","Sealed"
4875335,3512305,"Sealed","Sealed"
4875345,3512305,"Woody broadleaved deciduous trees","Forest"
4875355,3512305,"Woody broadleaved deciduous trees","Forest"
4875365,3512305,"Sealed","Sealed"
4875375,3512305,"Sealed","Sealed"
4875385,3512305,"Woody broadleaved deciduous trees","Forest"
4875395,3512305,"Woody broadleaved deciduous trees","Forest"
4875405,3512305,"Woody broadleaved deciduous trees","Forest"
4875415,3512305,"Woody broadleaved deciduous trees","Forest"
4875425,3512305,"Woody broadleaved deciduous trees","Forest"
4875435,3512305,"Woody broadleaved deciduous trees","Forest"
4875445,3512305,"Permanent herbaceous","Grass"
4875455,3512305,"Sealed","Sealed"
4875465,3512305,"Sealed","Sealed"
4875475,3512305,"Sealed","Sealed"
4875485,3512305,"Sealed","Sealed"
4875495,3512305,"Woody broadleaved deciduous trees","Forest"
4875505,3512305,"Woody broadleaved deciduous trees","Forest"
4875515,3512305,"Permanent herbaceous","Grass"
4875525,3512305,"Woody broadleaved deciduous trees","Forest"
4875535,3512305,"Woody broadleaved deciduous trees","Forest"
4875545,3512305,"Woody broadleaved deciduous trees","Forest"
4875555,3512305,"Woody broadleaved deciduous trees","Forest"
4875565,3512305,"Woody broadleaved deciduous trees","Forest"
4875575,3512305,"Permanent herbaceous","Grass"
4875585,3512305,"Sealed","Sealed"
4875595,3512305,"Sealed","Sealed"
4875605,3512305,"Sealed","Sealed"
4875615,3512305,"Sealed","Sealed"
4875625,3512305,"Woody broadleaved deciduous trees","Forest"
4875635,3512305,"Woody broadleaved deciduous trees","Forest"
4875645,3512305,"Woody broadleaved deciduous trees","Forest"
4875655,3512305,"Sealed","Sealed"
4875665,3512305,"Sealed","Sealed"
4875675,3512305,"Sealed","Sealed"
4875685,3512305,"Sealed","Sealed"
4875695,3512305,"Sealed","Sealed"
4875705,3512305,"Sealed","Sealed"
4875715,3512305,"Sealed","Sealed"
4875725,3512305,"Sealed","Sealed"
4875735,3512305,"Sealed","Sealed"
4875745,3512305,"Sealed","Sealed"
4875755,3512305,"Sealed","Sealed"
4875765,3512305,"Sealed","Sealed"
4875775,3512305,"Sealed","Sealed"
4875785,3512305,"Sealed","Sealed"
4875795,3512305,"Sealed","Sealed"
4875805,3512305,"Sealed","Sealed"
4875815,3512305,"Sealed","Sealed"
4875825,3512305,"Sealed","Sealed"
4875835,3512305,"Sealed","Sealed"
4875845,3512305,"Sealed","Sealed"
4875855,3512305,"Sealed","Sealed"
4875865,3512305,"Sealed","Sealed"
4875875,3512305,"Sealed","Sealed"
4875885,3512305,"Sealed","Sealed"
4875895,3512305,"Sealed","Sealed"
4875905,3512305,"Woody broadleaved deciduous trees","Forest"
4875915,3512305,"Sealed","Sealed"
4875925,3512305,"Sealed","Sealed"
4875935,3512305,"Sealed","Sealed"
4875945,3512305,"Sealed","Sealed"
4875955,3512305,"Sealed","Sealed"
4875965,3512305,"Sealed","Sealed"
4875975,3512305,"Sealed","Sealed"
4875985,3512305,"Sealed","Sealed"
4875995,3512305,"Permanent herbaceous","Grass"
4876005,3512305,"Sealed","Sealed"
4876015,3512305,"Sealed","Sealed"
4876025,3512305,"Sealed","Sealed"
4876035,3512305,"Sealed","Sealed"
4876045,3512305,"Sealed","Sealed"
4876055,3512305,"Sealed","Sealed"
4876065,3512305,"Sealed","Sealed"
4876075,3512305,"Sealed","Sealed"
4876085,3512305,"Sealed","Sealed"
4876095,3512305,"Sealed","Sealed"
4876105,3512305,"Permanent herbaceous","Grass"
4876115,3512305,"Woody broadleaved deciduous trees","Forest"
4876125,3512305,"Permanent herbaceous","Grass"
4876135,3512305,"Sealed","Sealed"
4876145,3512305,"Sealed","Sealed"
4876155,3512305,"Sealed","Sealed"
4876165,3512305,"Sealed","Sealed"
4876175,3512305,"Sealed","Sealed"
4876185,3512305,"Woody broadleaved deciduous trees","Forest"
4876195,3512305,"Permanent herbaceous","Grass"
4876205,3512305,"Permanent herbaceous","Grass"
4876215,3512305,"Permanent herbaceous","Grass"
4876225,3512305,"Sealed","Sealed"
4876235,3512305,"Sealed","Sealed"
4876245,3512305,"Sealed","Sealed"
4876255,3512305,"Sealed","Sealed"
4876265,3512305,"Sealed","Sealed"
4876275,3512305,"Sealed","Sealed"
4876285,3512305,"Sealed","Sealed"
4876295,3512305,"Woody broadleaved deciduous trees","Forest"
4876305,3512305,"Woody broadleaved deciduous trees","Forest"
4876315,3512305,"Woody needle leaved trees","Forest"
4876325,3512305,"Woody needle leaved trees","Forest"
4876335,3512305,"Woody broadleaved deciduous trees","Forest"
4876345,3512305,"Permanent herbaceous","Grass"
4876355,3512305,"Woody broadleaved deciduous trees","Forest"
4876365,3512305,"Woody broadleaved deciduous trees","Forest"
4876375,3512305,"Permanent herbaceous","Grass"
4876385,3512305,"Sealed","Sealed"
4876395,3512305,"Woody broadleaved deciduous trees","Forest"
4876405,3512305,"Woody broadleaved deciduous trees","Forest"
4876415,3512305,"Woody broadleaved deciduous trees","Forest"
4876425,3512305,"Woody broadleaved deciduous trees","Forest"
4876435,3512305,"Woody broadleaved deciduous trees","Forest"
4876445,3512305,"Sealed","Sealed"
4876455,3512305,"Sealed","Sealed"
4876465,3512305,"Sealed","Sealed"
4876475,3512305,"Sealed","Sealed"
4876485,3512305,"Sealed","Sealed"
4876495,3512305,"Sealed","Sealed"
4876505,3512305,"Sealed","Sealed"
4876515,3512305,"Sealed","Sealed"
4876525,3512305,"Sealed","Sealed"
4876535,3512305,"Permanent herbaceous","Grass"
4876545,3512305,"Permanent herbaceous","Grass"
4876555,3512305,"Permanent herbaceous","Grass"
4876565,3512305,"Permanent herbaceous","Grass"
4876575,3512305,"Permanent herbaceous","Grass"
4876585,3512305,"Woody broadleaved deciduous trees","Forest"
4876595,3512305,"Sealed","Sealed"
4876605,3512305,"Sealed","Sealed"
4876615,3512305,"Sealed","Sealed"
4876625,3512305,"Sealed","Sealed"
4876635,3512305,"Sealed","Sealed"
4876645,3512305,"Sealed","Sealed"
4876655,3512305,"Sealed","Sealed"
4876665,3512305,"Sealed","Sealed"
4876675,3512305,"Permanent herbaceous","Grass"
4876685,3512305,"Sealed","Sealed"
4876695,3512305,"Woody broadleaved deciduous trees","Forest"
4876705,3512305,"Woody broadleaved deciduous trees","Forest"
4876715,3512305,"Woody broadleaved deciduous trees","Forest"
4876725,3512305,"Permanent herbaceous","Grass"
4876735,3512305,"Sealed","Sealed"
4876745,3512305,"Sealed","Sealed"
4876755,3512305,"Sealed","Sealed"
4876765,3512305,"Sealed","Sealed"
4876775,3512305,"Sealed","Sealed"
4876785,3512305,"Sealed","Sealed"
4876795,3512305,"Sealed","Sealed"
4876805,3512305,"Sealed","Sealed"
4876815,3512305,"Sealed","Sealed"
4876825,3512305,"Sealed","Sealed"
4876835,3512305,"Sealed","Sealed"
4876845,3512305,"Sealed","Sealed"
4876855,3512305,"Sealed","Sealed"
4874025,3512295,"Woody broadleaved deciduous trees","Forest"
4874035,3512295,"Woody broadleaved deciduous trees","Forest"
4874045,3512295,"Woody broadleaved deciduous trees","Forest"
4874055,3512295,"Woody broadleaved deciduous trees","Forest"
4874065,3512295,"Woody broadleaved deciduous trees","Forest"
4874075,3512295,"Woody broadleaved deciduous trees","Forest"
4874085,3512295,"Woody broadleaved deciduous trees","Forest"
4874095,3512295,"Woody broadleaved deciduous trees","Forest"
4874105,3512295,"Woody broadleaved deciduous trees","Forest"
4874115,3512295,"Woody broadleaved deciduous trees","Forest"
4874125,3512295,"Woody broadleaved deciduous trees","Forest"
4874135,3512295,"Woody broadleaved deciduous trees","Forest"
4874145,3512295,"Woody needle leaved trees","Forest"
4874155,3512295,"Woody broadleaved deciduous trees","Forest"
4874165,3512295,"Woody broadleaved deciduous trees","Forest"
4874175,3512295,"Woody broadleaved deciduous trees","Forest"
4874185,3512295,"Woody broadleaved deciduous trees","Forest"
4874195,3512295,"Woody broadleaved deciduous trees","Forest"
4874205,3512295,"Woody broadleaved deciduous trees","Forest"
4874215,3512295,"Woody broadleaved deciduous trees","Forest"
4874225,3512295,"Woody broadleaved deciduous trees","Forest"
4874235,3512295,"Woody broadleaved deciduous trees","Forest"
4874245,3512295,"Woody broadleaved deciduous trees","Forest"
4874255,3512295,"Woody broadleaved deciduous trees","Forest"
4874265,3512295,"Woody broadleaved deciduous trees","Forest"
4874275,3512295,"Woody broadleaved deciduous trees","Forest"
4874285,3512295,"Permanent herbaceous","Grass"
4874295,3512295,"Permanent herbaceous","Grass"
4874305,3512295,"Permanent herbaceous","Grass"
4874315,3512295,"Permanent herbaceous","Grass"
4874325,3512295,"Permanent herbaceous","Grass"
4874335,3512295,"Permanent herbaceous","Grass"
4874345,3512295,"Permanent herbaceous","Grass"
4874355,3512295,"Permanent herbaceous","Grass"
4874365,3512295,"Woody broadleaved deciduous trees","Forest"
4874375,3512295,"Woody broadleaved deciduous trees","Forest"
4874385,3512295,"Woody broadleaved deciduous trees","Forest"
4874395,3512295,"Woody broadleaved deciduous trees","Forest"
4874405,3512295,"Woody broadleaved deciduous trees","Forest"
4874415,3512295,"Woody broadleaved deciduous trees","Forest"
4874425,3512295,"Woody broadleaved deciduous trees","Forest"
4874435,3512295,"Woody broadleaved deciduous trees","Forest"
4874445,3512295,"Woody broadleaved deciduous trees","Forest"
4874455,3512295,"Woody needle leaved trees","Forest"
4874465,3512295,"Woody needle leaved trees","Forest"
4874475,3512295,"Woody needle leaved trees","Forest"
4874485,3512295,"Woody needle leaved trees","Forest"
4874495,3512295,"Woody broadleaved deciduous trees","Forest"
4874505,3512295,"Woody broadleaved deciduous trees","Forest"
4874515,3512295,"Woody broadleaved deciduous trees","Forest"
4874525,3512295,"Woody needle leaved trees","Forest"
4874535,3512295,"Woody needle leaved trees","Forest"
4874545,3512295,"Woody needle leaved trees","Forest"
4874555,3512295,"Woody needle leaved trees","Forest"
4874565,3512295,"Woody needle leaved trees","Forest"
4874575,3512295,"Woody needle leaved trees","Forest"
4874585,3512295,"Woody needle leaved trees","Forest"
4874595,3512295,"Woody needle leaved trees","Forest"
4874605,3512295,"Woody needle leaved trees","Forest"
4874615,3512295,"Woody needle leaved trees","Forest"
4874625,3512295,"Woody needle leaved trees","Forest"
4874635,3512295,"Woody needle leaved trees","Forest"
4874645,3512295,"Woody needle leaved trees","Forest"
4874655,3512295,"Woody needle leaved trees","Forest"
4874665,3512295,"Woody needle leaved trees","Forest"
4874675,3512295,"Woody needle leaved trees","Forest"
4874685,3512295,"Woody needle leaved trees","Forest"
4874695,3512295,"Woody needle leaved trees","Forest"
4874705,3512295,"Woody needle leaved trees","Forest"
4874715,3512295,"Woody needle leaved trees","Forest"
4874725,3512295,"Woody needle leaved trees","Forest"
4874735,3512295,"Woody needle leaved trees","Forest"
4874745,3512295,"Woody needle leaved trees","Forest"
4874755,3512295,"Woody broadleaved deciduous trees","Forest"
4874765,3512295,"Woody needle leaved trees","Forest"
4874775,3512295,"Woody needle leaved trees","Forest"
4874785,3512295,"Woody needle leaved trees","Forest"
4874795,3512295,"Woody needle leaved trees","Forest"
4874805,3512295,"Woody needle leaved trees","Forest"
4874815,3512295,"Woody needle leaved trees","Forest"
